#Device;NGC103
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.005-02.430-03.730
#Serial No.;000100954
 #Mode;Unlimited
#Logging Interval[s];0.001
#Specified Logging Count;-----
#Specified Logging Time[s];-----
 #Sequence;Off
 #CH1 Voltage Target[V];4.200
#CH1 Current Target[A];0.200
#CH1 Sequence Delay[s];-----
#CH1 EasyArb;Off
#CH1 OVP;Off
#CH1 OPP;Off
#CH1 Ramp;Off
#CH1 Analog in;Off
 #Start Time;00:43:54
#Stop Time;00:44:23
 #Actual Count; 29911      
 U1[V];I1[A];Timestamp
4.196;0.0750;00:44:19:084
4.196;0.0390;00:44:19:085
4.204;0.0740;00:44:19:086
4.196;0.0740;00:44:19:087
4.196;0.0740;00:44:19:088
4.220;0.0400;00:44:19:089
4.188;0.0740;00:44:19:090
4.196;0.0730;00:44:19:091
4.196;0.0740;00:44:19:092
4.188;0.0410;00:44:19:093
4.204;0.0730;00:44:19:094
4.196;0.0390;00:44:19:095
4.204;0.0740;00:44:19:096
4.196;0.0970;00:44:19:097
4.196;0.0390;00:44:19:098
4.204;0.0390;00:44:19:099
4.196;0.0740;00:44:19:100
4.196;0.0750;00:44:19:101
4.212;0.0040;00:44:19:102
4.196;0.0050;00:44:19:103
4.180;0.0710;00:44:19:104
4.188;0.0740;00:44:19:105
4.220;0.0050;00:44:19:106
4.196;0.0720;00:44:19:107
4.204;0.0340;00:44:19:108
4.196;0.0740;00:44:19:109
4.172;0.0110;00:44:19:110
4.204;0.0680;00:44:19:111
4.188;0.0030;00:44:19:112
4.204;0.0740;00:44:19:113
4.196;0.0740;00:44:19:114
4.188;0.0020;00:44:19:115
4.236;0.0040;00:44:19:116
4.180;0.0730;00:44:19:117
4.196;0.0740;00:44:19:118
4.228;0.0030;00:44:19:119
4.188;0.0070;00:44:19:120
4.196;0.0700;00:44:19:121
4.188;0.0740;00:44:19:122
4.269;0.0070;00:44:19:123
4.196;0.0970;00:44:19:124
4.196;0.0020;00:44:19:125
4.204;0.0740;00:44:19:126
4.196;0.0970;00:44:19:127
4.196;0.0740;00:44:19:128
4.204;0.0030;00:44:19:129
4.196;0.0740;00:44:19:130
4.196;0.0750;00:44:19:131
4.188;0.0740;00:44:19:132
4.220;0.0050;00:44:19:133
4.188;0.0720;00:44:19:134
4.188;0.0740;00:44:19:135
4.196;0.0740;00:44:19:136
4.172;0.0100;00:44:19:137
4.204;0.0690;00:44:19:138
4.196;0.0740;00:44:19:139
4.204;0.0740;00:44:19:140
4.196;0.0740;00:44:19:141
4.188;0.0030;00:44:19:142
4.204;0.0740;00:44:19:143
4.180;0.0730;00:44:19:144
4.196;0.0740;00:44:19:145
4.228;0.0030;00:44:19:146
4.180;0.0740;00:44:19:147
4.204;0.0700;00:44:19:148
4.188;0.0740;00:44:19:149
4.261;0.0070;00:44:19:150
4.140;0.0700;00:44:19:151
4.196;0.0020;00:44:19:152
4.196;0.0740;00:44:19:153
4.196;0.0970;00:44:19:154
4.196;0.0020;00:44:19:155
4.204;0.0030;00:44:19:156
4.196;0.0740;00:44:19:157
4.196;0.0750;00:44:19:158
4.196;0.0030;00:44:19:159
4.220;0.0050;00:44:19:160
4.188;0.0720;00:44:19:161
4.188;0.0740;00:44:19:162
4.212;0.0420;00:44:19:163
4.172;0.0450;00:44:19:164
4.204;0.0720;00:44:19:165
4.196;0.0740;00:44:19:166
4.188;0.0440;00:44:19:167
4.196;0.0750;00:44:19:168
4.196;0.0410;00:44:19:169
4.204;0.0740;00:44:19:170
4.196;0.0740;00:44:19:171
4.188;0.0740;00:44:19:172
4.220;0.0410;00:44:19:173
4.196;0.0740;00:44:19:174
4.196;0.0750;00:44:19:175
4.212;0.0740;00:44:19:176
4.228;0.0430;00:44:19:177
4.172;0.0730;00:44:19:178
4.196;0.0740;00:44:19:179
4.228;0.0740;00:44:19:180
4.196;0.0970;00:44:19:181
4.196;0.0410;00:44:19:182
4.196;0.0740;00:44:19:183
4.196;0.0740;00:44:19:184
4.196;0.0750;00:44:19:185
4.196;0.0410;00:44:19:186
4.204;0.0740;00:44:19:187
4.196;0.0740;00:44:19:188
4.196;0.0740;00:44:19:189
4.212;0.0420;00:44:19:190
4.196;0.0740;00:44:19:191
4.196;0.0710;00:44:19:192
4.196;0.0740;00:44:19:193
4.180;0.0440;00:44:19:194
4.196;0.0720;00:44:19:195
4.196;0.0410;00:44:19:196
4.204;0.0740;00:44:19:197
4.196;0.0740;00:44:19:198
4.196;0.0410;00:44:19:199
4.204;0.0740;00:44:19:200
4.188;0.0740;00:44:19:201
4.196;0.0740;00:44:19:202
4.212;0.0410;00:44:19:203
4.196;0.0740;00:44:19:204
4.172;0.0730;00:44:19:205
4.196;0.0740;00:44:19:206
4.236;0.0430;00:44:19:207
4.180;0.0730;00:44:19:208
4.196;0.0410;00:44:19:209
4.196;0.0740;00:44:19:210
4.196;0.0970;00:44:19:211
4.196;0.0410;00:44:19:212
4.196;0.0410;00:44:19:213
4.204;0.0740;00:44:19:214
4.196;0.0740;00:44:19:215
4.196;0.0410;00:44:19:216
4.212;0.0420;00:44:19:217
4.196;0.0740;00:44:19:218
4.196;0.0740;00:44:19:219
4.212;0.0420;00:44:19:220
4.188;0.0440;00:44:19:221
4.204;0.0720;00:44:19:222
4.196;0.0740;00:44:19:223
4.188;0.0410;00:44:19:224
4.196;0.0750;00:44:19:225
4.188;0.0390;00:44:19:226
4.204;0.0740;00:44:19:227
4.196;0.0890;00:44:19:228
4.196;0.0750;00:44:19:229
4.212;0.0390;00:44:19:230
4.196;0.0740;00:44:19:231
4.196;0.0750;00:44:19:232
4.196;0.0740;00:44:19:233
4.236;0.0410;00:44:19:234
4.180;0.0730;00:44:19:235
4.196;0.0740;00:44:19:236
4.196;0.0740;00:44:19:237
4.196;0.0970;00:44:19:238
4.196;0.0390;00:44:19:239
4.196;0.0740;00:44:19:240
4.204;0.0740;00:44:19:241
4.196;0.0750;00:44:19:242
4.196;0.0390;00:44:19:243
4.204;0.0740;00:44:19:244
4.196;0.0740;00:44:19:245
4.196;0.0740;00:44:19:246
4.220;0.0400;00:44:19:247
4.188;0.0740;00:44:19:248
4.204;0.0720;00:44:19:249
4.196;0.0740;00:44:19:250
4.188;0.0410;00:44:19:251
4.204;0.0730;00:44:19:252
4.196;0.0390;00:44:19:253
4.204;0.0740;00:44:19:254
4.196;0.0850;00:44:19:255
4.196;0.0390;00:44:19:256
4.212;0.0390;00:44:19:257
4.196;0.0740;00:44:19:258
4.196;0.0740;00:44:19:259
4.212;0.0390;00:44:19:260
4.196;0.0410;00:44:19:261
4.180;0.0730;00:44:19:262
4.196;0.0740;00:44:19:263
4.220;0.0410;00:44:19:264
4.188;0.0970;00:44:19:265
4.196;0.0390;00:44:19:266
4.196;0.0740;00:44:19:267
4.196;0.0970;00:44:19:268
4.196;0.0750;00:44:19:269
4.196;0.0390;00:44:19:270
4.204;0.0740;00:44:19:271
4.196;0.0750;00:44:19:272
4.196;0.0750;00:44:19:273
4.220;0.0400;00:44:19:274
4.188;0.0740;00:44:19:275
4.196;0.0750;00:44:19:276
4.220;0.0740;00:44:19:277
4.188;0.0410;00:44:19:278
4.204;0.0730;00:44:19:279
4.196;0.0740;00:44:19:280
4.188;0.0740;00:44:19:281
4.196;0.0900;00:44:19:282
4.188;0.0030;00:44:19:283
4.204;0.0740;00:44:19:284
4.196;0.0740;00:44:19:285
4.196;0.0740;00:44:19:286
4.212;0.0030;00:44:19:287
4.196;0.0740;00:44:19:288
4.196;0.0700;00:44:19:289
4.188;0.0740;00:44:19:290
4.236;0.0050;00:44:19:291
4.188;0.0710;00:44:19:292
4.188;0.0740;00:44:19:293
4.196;0.0740;00:44:19:294
4.188;0.0970;00:44:19:295
4.204;0.0110;00:44:19:296
4.196;0.0740;00:44:19:297
4.204;0.0740;00:44:19:298
4.196;0.0740;00:44:19:299
4.188;0.0030;00:44:19:300
4.204;0.0740;00:44:19:301
4.180;0.0730;00:44:19:302
4.196;0.0740;00:44:19:303
4.228;0.0040;00:44:19:304
4.180;0.0730;00:44:19:305
4.212;0.0700;00:44:19:306
4.188;0.0740;00:44:19:307
4.188;0.0070;00:44:19:308
4.212;0.0700;00:44:19:309
4.188;0.0020;00:44:19:310
4.204;0.0740;00:44:19:311
4.196;0.0970;00:44:19:312
4.196;0.0020;00:44:19:313
4.212;0.0030;00:44:19:314
4.196;0.0740;00:44:19:315
4.196;0.0740;00:44:19:316
4.204;0.0030;00:44:19:317
4.236;0.0050;00:44:19:318
4.180;0.0710;00:44:19:319
4.188;0.0740;00:44:19:320
4.212;0.0050;00:44:19:321
4.188;0.0970;00:44:19:322
4.204;0.0280;00:44:19:323
4.196;0.0740;00:44:19:324
4.172;0.0110;00:44:19:325
4.196;0.0740;00:44:19:326
4.188;0.0030;00:44:19:327
4.204;0.0740;00:44:19:328
4.196;0.0740;00:44:19:329
4.188;0.0740;00:44:19:330
4.228;0.0040;00:44:19:331
4.180;0.0730;00:44:19:332
4.196;0.0740;00:44:19:333
4.188;0.0740;00:44:19:334
4.188;0.0070;00:44:19:335
4.196;0.0700;00:44:19:336
4.188;0.0740;00:44:19:337
4.204;0.0740;00:44:19:338
4.196;0.0970;00:44:19:339
4.196;0.0020;00:44:19:340
4.196;0.0740;00:44:19:341
4.196;0.0740;00:44:19:342
4.196;0.0740;00:44:19:343
4.196;0.0410;00:44:19:344
4.196;0.0740;00:44:19:345
4.196;0.0740;00:44:19:346
4.196;0.0740;00:44:19:347
4.204;0.0420;00:44:19:348
4.196;0.0740;00:44:19:349
4.196;0.0650;00:44:19:350
4.196;0.0740;00:44:19:351
4.180;0.0440;00:44:19:352
4.196;0.0720;00:44:19:353
4.196;0.0410;00:44:19:354
4.204;0.0740;00:44:19:355
4.196;0.0750;00:44:19:356
4.196;0.0410;00:44:19:357
4.204;0.0410;00:44:19:358
4.188;0.0740;00:44:19:359
4.196;0.0740;00:44:19:360
4.212;0.0410;00:44:19:361
4.196;0.0430;00:44:19:362
4.196;0.0730;00:44:19:363
4.196;0.0740;00:44:19:364
4.236;0.0430;00:44:19:365
4.172;0.0970;00:44:19:366
4.196;0.0410;00:44:19:367
4.196;0.0740;00:44:19:368
4.196;0.0970;00:44:19:369
4.196;0.0740;00:44:19:370
4.204;0.0410;00:44:19:371
4.196;0.0740;00:44:19:372
4.196;0.0750;00:44:19:373
4.196;0.0740;00:44:19:374
4.204;0.0420;00:44:19:375
4.196;0.0740;00:44:19:376
4.196;0.0740;00:44:19:377
4.212;0.0740;00:44:19:378
4.180;0.0440;00:44:19:379
4.204;0.0720;00:44:19:380
4.196;0.0740;00:44:19:381
4.188;0.0440;00:44:19:382
4.196;0.0740;00:44:19:383
4.188;0.0410;00:44:19:384
4.204;0.0740;00:44:19:385
4.196;0.0750;00:44:19:386
4.196;0.0740;00:44:19:387
4.220;0.0410;00:44:19:388
4.196;0.0740;00:44:19:389
4.196;0.0740;00:44:19:390
4.196;0.0740;00:44:19:391
4.236;0.0430;00:44:19:392
4.172;0.0730;00:44:19:393
4.196;0.0740;00:44:19:394
4.196;0.0740;00:44:19:395
4.196;0.0970;00:44:19:396
4.196;0.0410;00:44:19:397
4.196;0.0740;00:44:19:398
4.204;0.0740;00:44:19:399
4.196;0.0750;00:44:19:400
4.196;0.0410;00:44:19:401
4.196;0.0740;00:44:19:402
4.196;0.0740;00:44:19:403
4.196;0.0740;00:44:19:404
4.212;0.0400;00:44:19:405
4.188;0.0740;00:44:19:406
4.204;0.0720;00:44:19:407
4.196;0.0740;00:44:19:408
4.188;0.0410;00:44:19:409
4.204;0.0730;00:44:19:410
4.188;0.0390;00:44:19:411
4.204;0.0740;00:44:19:412
4.196;0.0750;00:44:19:413
4.188;0.0390;00:44:19:414
4.220;0.0390;00:44:19:415
4.188;0.0740;00:44:19:416
4.196;0.0750;00:44:19:417
4.212;0.0390;00:44:19:418
4.236;0.0410;00:44:19:419
4.172;0.0730;00:44:19:420
4.196;0.0740;00:44:19:421
4.228;0.0410;00:44:19:422
4.196;0.0970;00:44:19:423
4.196;0.0390;00:44:19:424
4.196;0.0740;00:44:19:425
4.196;0.0970;00:44:19:426
4.196;0.0740;00:44:19:427
4.196;0.0390;00:44:19:428
4.204;0.0740;00:44:19:429
4.196;0.0740;00:44:19:430
4.196;0.0740;00:44:19:431
4.212;0.0400;00:44:19:432
4.188;0.0740;00:44:19:433
4.196;0.0750;00:44:19:434
4.196;0.0740;00:44:19:435
4.188;0.0410;00:44:19:436
4.204;0.0720;00:44:19:437
4.196;0.0740;00:44:19:438
4.204;0.0740;00:44:19:439
4.196;0.0750;00:44:19:440
4.188;0.0390;00:44:19:441
4.204;0.0740;00:44:19:442
4.196;0.0740;00:44:19:443
4.196;0.0740;00:44:19:444
4.212;0.0390;00:44:19:445
4.196;0.0740;00:44:19:446
4.196;0.0730;00:44:19:447
4.196;0.0740;00:44:19:448
4.220;0.0410;00:44:19:449
4.188;0.0730;00:44:19:450
4.196;0.0390;00:44:19:451
4.196;0.0740;00:44:19:452
4.196;0.0970;00:44:19:453
4.196;0.0390;00:44:19:454
4.196;0.0390;00:44:19:455
4.204;0.0740;00:44:19:456
4.196;0.0740;00:44:19:457
4.188;0.0390;00:44:19:458
4.204;0.0400;00:44:19:459
4.188;0.0740;00:44:19:460
4.196;0.0740;00:44:19:461
4.228;0.0040;00:44:19:462
4.180;0.0080;00:44:19:463
4.212;0.0700;00:44:19:464
4.188;0.0740;00:44:19:465
4.188;0.0070;00:44:19:466
4.212;0.0890;00:44:19:467
4.188;0.0030;00:44:19:468
4.204;0.0740;00:44:19:469
4.196;0.0970;00:44:19:470
4.196;0.0020;00:44:19:471
4.212;0.0030;00:44:19:472
4.196;0.0740;00:44:19:473
4.196;0.0740;00:44:19:474
4.204;0.0030;00:44:19:475
4.236;0.0050;00:44:19:476
4.188;0.0710;00:44:19:477
4.188;0.0740;00:44:19:478
4.220;0.0050;00:44:19:479
4.188;0.0970;00:44:19:480
4.204;0.0380;00:44:19:481
4.196;0.0740;00:44:19:482
4.172;0.0110;00:44:19:483
4.196;0.0740;00:44:19:484
4.188;0.0030;00:44:19:485
4.204;0.0740;00:44:19:486
4.196;0.0740;00:44:19:487
4.188;0.0740;00:44:19:488
4.228;0.0030;00:44:19:489
4.180;0.0730;00:44:19:490
4.196;0.0740;00:44:19:491
4.196;0.0740;00:44:19:492
4.188;0.0070;00:44:19:493
4.180;0.0700;00:44:19:494
4.188;0.0740;00:44:19:495
4.204;0.0740;00:44:19:496
4.196;0.0970;00:44:19:497
4.196;0.0970;00:44:19:498
4.204;0.0740;00:44:19:499
4.196;0.0740;00:44:19:500
4.196;0.0740;00:44:19:501
4.204;0.0030;00:44:19:502
4.204;0.0740;00:44:19:503
4.188;0.0720;00:44:19:504
4.188;0.0740;00:44:19:505
4.212;0.0050;00:44:19:506
4.188;0.0720;00:44:19:507
4.204;0.0610;00:44:19:508
4.196;0.0740;00:44:19:509
4.172;0.0090;00:44:19:510
4.204;0.0700;00:44:19:511
4.188;0.0030;00:44:19:512
4.204;0.0740;00:44:19:513
4.196;0.0740;00:44:19:514
4.188;0.0030;00:44:19:515
4.236;0.0030;00:44:19:516
4.180;0.0730;00:44:19:517
4.196;0.0740;00:44:19:518
4.228;0.0030;00:44:19:519
4.220;0.0070;00:44:19:520
4.156;0.0700;00:44:19:521
4.196;0.0740;00:44:19:522
4.236;0.0430;00:44:19:523
4.172;0.0970;00:44:19:524
4.196;0.0410;00:44:19:525
4.196;0.0740;00:44:19:526
4.196;0.0970;00:44:19:527
4.196;0.0750;00:44:19:528
4.196;0.0410;00:44:19:529
4.204;0.0740;00:44:19:530
4.196;0.0750;00:44:19:531
4.196;0.0740;00:44:19:532
4.212;0.0420;00:44:19:533
4.196;0.0740;00:44:19:534
4.196;0.0740;00:44:19:535
4.212;0.0740;00:44:19:536
4.180;0.0440;00:44:19:537
4.204;0.0720;00:44:19:538
4.196;0.0740;00:44:19:539
4.188;0.0740;00:44:19:540
4.196;0.0750;00:44:19:541
4.188;0.0410;00:44:19:542
4.204;0.0740;00:44:19:543
4.196;0.0740;00:44:19:544
4.196;0.0740;00:44:19:545
4.212;0.0410;00:44:19:546
4.196;0.0740;00:44:19:547
4.196;0.0730;00:44:19:548
4.196;0.0740;00:44:19:549
4.236;0.0430;00:44:19:550
4.180;0.0730;00:44:19:551
4.196;0.0410;00:44:19:552
4.196;0.0740;00:44:19:553
4.196;0.0970;00:44:19:554
4.196;0.0410;00:44:19:555
4.196;0.0410;00:44:19:556
4.196;0.0740;00:44:19:557
4.196;0.0740;00:44:19:558
4.196;0.0410;00:44:19:559
4.204;0.0420;00:44:19:560
4.196;0.0740;00:44:19:561
4.196;0.0740;00:44:19:562
4.220;0.0410;00:44:19:563
4.188;0.0740;00:44:19:564
4.204;0.0730;00:44:19:565
4.196;0.0740;00:44:19:566
4.188;0.0440;00:44:19:567
4.204;0.0730;00:44:19:568
4.188;0.0410;00:44:19:569
4.204;0.0740;00:44:19:570
4.196;0.0820;00:44:19:571
4.196;0.0410;00:44:19:572
4.212;0.0410;00:44:19:573
4.196;0.0740;00:44:19:574
4.196;0.0740;00:44:19:575
4.212;0.0410;00:44:19:576
4.236;0.0430;00:44:19:577
4.172;0.0730;00:44:19:578
4.196;0.0740;00:44:19:579
4.220;0.0430;00:44:19:580
4.196;0.0970;00:44:19:581
4.196;0.0390;00:44:19:582
4.196;0.0740;00:44:19:583
4.196;0.0970;00:44:19:584
4.196;0.0750;00:44:19:585
4.196;0.0390;00:44:19:586
4.204;0.0740;00:44:19:587
4.196;0.0740;00:44:19:588
4.196;0.0750;00:44:19:589
4.220;0.0400;00:44:19:590
4.188;0.0740;00:44:19:591
4.196;0.0750;00:44:19:592
4.196;0.0740;00:44:19:593
4.188;0.0410;00:44:19:594
4.204;0.0730;00:44:19:595
4.196;0.0740;00:44:19:596
4.204;0.0740;00:44:19:597
4.196;0.0860;00:44:19:598
4.196;0.0390;00:44:19:599
4.204;0.0740;00:44:19:600
4.196;0.0740;00:44:19:601
4.196;0.0740;00:44:19:602
4.212;0.0390;00:44:19:603
4.196;0.0740;00:44:19:604
4.180;0.0730;00:44:19:605
4.196;0.0740;00:44:19:606
4.220;0.0410;00:44:19:607
4.188;0.0730;00:44:19:608
4.196;0.0390;00:44:19:609
4.196;0.0740;00:44:19:610
4.196;0.0970;00:44:19:611
4.196;0.0670;00:44:19:612
4.196;0.0660;00:44:19:613
4.196;0.1000;00:44:19:614
4.196;0.1010;00:44:19:615
4.196;0.0670;00:44:19:616
4.220;0.0670;00:44:19:617
4.188;0.1000;00:44:19:618
4.196;0.1010;00:44:19:619
4.220;0.0670;00:44:19:620
4.188;0.0700;00:44:19:621
4.204;0.0990;00:44:19:622
4.196;0.1010;00:44:19:623
4.188;0.0700;00:44:19:624
4.204;0.1170;00:44:19:625
4.196;0.0670;00:44:19:626
4.204;0.1010;00:44:19:627
4.196;0.1220;00:44:19:628
4.196;0.1020;00:44:19:629
4.212;0.0670;00:44:19:630
4.196;0.1010;00:44:19:631
4.204;0.1020;00:44:19:632
4.204;0.1010;00:44:19:633
4.212;0.0690;00:44:19:634
4.196;0.1000;00:44:19:635
4.196;0.1010;00:44:19:636
4.212;0.1010;00:44:19:637
4.196;0.1230;00:44:19:638
4.196;0.0720;00:44:19:639
4.196;0.1010;00:44:19:640
4.180;0.1010;00:44:19:641
4.196;0.1020;00:44:19:642
4.188;0.0320;00:44:19:643
4.204;0.1000;00:44:19:644
4.196;0.1000;00:44:19:645
4.196;0.1010;00:44:19:646
4.236;0.0340;00:44:19:647
4.180;0.1000;00:44:19:648
4.196;0.0970;00:44:19:649
4.188;0.1010;00:44:19:650
4.188;0.0370;00:44:19:651
4.212;0.0970;00:44:19:652
4.188;0.1010;00:44:19:653
4.204;0.1010;00:44:19:654
4.196;0.1220;00:44:19:655
4.196;0.0320;00:44:19:656
4.204;0.1010;00:44:19:657
4.196;0.1000;00:44:19:658
4.196;0.1020;00:44:19:659
4.204;0.0330;00:44:19:660
4.196;0.1000;00:44:19:661
4.188;0.0980;00:44:19:662
4.196;0.1010;00:44:19:663
4.220;0.0350;00:44:19:664
4.188;0.0990;00:44:19:665
4.196;0.0690;00:44:19:666
4.188;0.1010;00:44:19:667
4.180;0.0400;00:44:19:668
4.204;0.0960;00:44:19:669
4.188;0.0320;00:44:19:670
4.204;0.1010;00:44:19:671
4.196;0.1020;00:44:19:672
4.188;0.0320;00:44:19:673
4.236;0.0340;00:44:19:674
4.180;0.1000;00:44:19:675
4.196;0.1020;00:44:19:676
4.228;0.0330;00:44:19:677
4.196;0.0370;00:44:19:678
4.172;0.0970;00:44:19:679
4.188;0.1010;00:44:19:680
4.269;0.0370;00:44:19:681
4.196;0.1230;00:44:19:682
4.196;0.0320;00:44:19:683
4.196;0.1010;00:44:19:684
4.196;0.1230;00:44:19:685
4.196;0.1020;00:44:19:686
4.196;0.0330;00:44:19:687
4.204;0.1010;00:44:19:688
4.196;0.1020;00:44:19:689
4.196;0.1020;00:44:19:690
4.220;0.0340;00:44:19:691
4.188;0.0990;00:44:19:692
4.196;0.1010;00:44:19:693
4.188;0.1010;00:44:19:694
4.188;0.0380;00:44:19:695
4.204;0.0970;00:44:19:696
4.188;0.1010;00:44:19:697
4.204;0.1010;00:44:19:698
4.196;0.1020;00:44:19:699
4.188;0.0320;00:44:19:700
4.196;0.1010;00:44:19:701
4.188;0.1010;00:44:19:702
4.196;0.1020;00:44:19:703
4.212;0.0700;00:44:19:704
4.196;0.1010;00:44:19:705
4.180;0.1000;00:44:19:706
4.196;0.1020;00:44:19:707
4.228;0.0720;00:44:19:708
4.188;0.1000;00:44:19:709
4.196;0.0700;00:44:19:710
4.196;0.1250;00:44:19:711
4.196;0.1250;00:44:19:712
4.204;0.0930;00:44:19:713
4.196;0.0940;00:44:19:714
4.204;0.1250;00:44:19:715
4.196;0.1250;00:44:19:716
4.196;0.0940;00:44:19:717
4.204;0.0950;00:44:19:718
4.188;0.1240;00:44:19:719
4.196;0.1260;00:44:19:720
4.212;0.0950;00:44:19:721
4.188;0.0970;00:44:19:722
4.204;0.1230;00:44:19:723
4.196;0.1250;00:44:19:724
4.196;0.0970;00:44:19:725
4.204;0.1260;00:44:19:726
4.196;0.0940;00:44:19:727
4.204;0.1260;00:44:19:728
4.196;0.1260;00:44:19:729
4.196;0.1260;00:44:19:730
4.204;0.0950;00:44:19:731
4.196;0.1250;00:44:19:732
4.196;0.1260;00:44:19:733
4.204;0.1260;00:44:19:734
4.212;0.0960;00:44:19:735
4.188;0.1240;00:44:19:736
4.196;0.1260;00:44:19:737
4.204;0.1260;00:44:19:738
4.196;0.1260;00:44:19:739
4.196;0.0940;00:44:19:740
4.196;0.1250;00:44:19:741
4.196;0.1250;00:44:19:742
4.196;0.1260;00:44:19:743
4.196;0.0940;00:44:19:744
4.204;0.1260;00:44:19:745
4.196;0.1260;00:44:19:746
4.196;0.1260;00:44:19:747
4.212;0.0950;00:44:19:748
4.188;0.1250;00:44:19:749
4.196;0.1260;00:44:19:750
4.196;0.1260;00:44:19:751
4.196;0.0970;00:44:19:752
4.204;0.1230;00:44:19:753
4.196;0.1260;00:44:19:754
4.204;0.1260;00:44:19:755
4.196;0.1260;00:44:19:756
4.196;0.0940;00:44:19:757
4.204;0.1260;00:44:19:758
4.196;0.1250;00:44:19:759
4.196;0.1260;00:44:19:760
4.204;0.0920;00:44:19:761
4.196;0.1250;00:44:19:762
4.188;0.1240;00:44:19:763
4.196;0.1260;00:44:19:764
4.204;0.0930;00:44:19:765
4.188;0.1240;00:44:19:766
4.196;0.0920;00:44:19:767
4.196;0.1260;00:44:19:768
4.196;0.1030;00:44:19:769
4.204;0.1210;00:44:19:770
4.196;0.0920;00:44:19:771
4.204;0.1260;00:44:19:772
4.196;0.1260;00:44:19:773
4.196;0.0920;00:44:19:774
4.212;0.0930;00:44:19:775
4.188;0.1250;00:44:19:776
4.196;0.1260;00:44:19:777
4.212;0.0930;00:44:19:778
4.196;0.0940;00:44:19:779
4.204;0.1230;00:44:19:780
4.196;0.1260;00:44:19:781
4.204;0.0940;00:44:19:782
4.196;0.1260;00:44:19:783
4.196;0.0920;00:44:19:784
4.204;0.1260;00:44:19:785
4.196;0.1260;00:44:19:786
4.196;0.1260;00:44:19:787
4.196;0.0930;00:44:19:788
4.196;0.1260;00:44:19:789
4.196;0.1260;00:44:19:790
4.196;0.1260;00:44:19:791
4.212;0.0930;00:44:19:792
4.188;0.1240;00:44:19:793
4.196;0.1260;00:44:19:794
4.196;0.1260;00:44:19:795
4.196;0.1000;00:44:19:796
4.196;0.1220;00:44:19:797
4.196;0.1260;00:44:19:798
4.204;0.1260;00:44:19:799
4.196;0.1260;00:44:19:800
4.196;0.0920;00:44:19:801
4.204;0.1260;00:44:19:802
4.188;0.1250;00:44:19:803
4.196;0.1260;00:44:19:804
4.212;0.0930;00:44:19:805
4.188;0.1250;00:44:19:806
4.196;0.1230;00:44:19:807
4.196;0.1260;00:44:19:808
4.212;0.0940;00:44:19:809
4.180;0.0980;00:44:19:810
4.196;0.0660;00:44:19:811
4.196;0.1000;00:44:19:812
4.196;0.1000;00:44:19:813
4.204;0.0660;00:44:19:814
4.196;0.0660;00:44:19:815
4.196;0.1000;00:44:19:816
4.196;0.1000;00:44:19:817
4.196;0.0660;00:44:19:818
4.196;0.0670;00:44:19:819
4.196;0.0990;00:44:19:820
4.196;0.1000;00:44:19:821
4.220;0.0330;00:44:19:822
4.180;0.0400;00:44:19:823
4.204;0.0930;00:44:19:824
4.188;0.1000;00:44:19:825
4.196;0.0360;00:44:19:826
4.204;0.1000;00:44:19:827
4.188;0.0310;00:44:19:828
4.204;0.1000;00:44:19:829
4.196;0.1000;00:44:19:830
4.196;0.1000;00:44:19:831
4.220;0.0320;00:44:19:832
4.180;0.0990;00:44:19:833
4.196;0.1000;00:44:19:834
4.212;0.0310;00:44:19:835
4.244;0.0340;00:44:19:836
4.148;0.0960;00:44:19:837
4.188;0.1000;00:44:19:838
4.244;0.0340;00:44:19:839
4.196;0.1000;00:44:19:840
4.196;0.0310;00:44:19:841
4.196;0.1000;00:44:19:842
4.196;0.1000;00:44:19:843
4.196;0.1000;00:44:19:844
4.196;0.0310;00:44:19:845
4.204;0.1000;00:44:19:846
4.196;0.1000;00:44:19:847
4.196;0.1000;00:44:19:848
4.220;0.0330;00:44:19:849
4.180;0.0980;00:44:19:850
4.196;0.1000;00:44:19:851
4.188;0.1000;00:44:19:852
4.196;0.0360;00:44:19:853
4.204;0.0960;00:44:19:854
4.188;0.1000;00:44:19:855
4.204;0.1000;00:44:19:856
4.196;0.1000;00:44:19:857
4.188;0.0310;00:44:19:858
4.204;0.1000;00:44:19:859
4.180;0.0990;00:44:19:860
4.196;0.1000;00:44:19:861
4.220;0.0310;00:44:19:862
4.188;0.0990;00:44:19:863
4.148;0.0960;00:44:19:864
4.188;0.1000;00:44:19:865
4.253;0.0340;00:44:19:866
4.164;0.0970;00:44:19:867
4.196;0.0310;00:44:19:868
4.196;0.1000;00:44:19:869
4.196;0.1000;00:44:19:870
4.196;0.0310;00:44:19:871
4.196;0.0310;00:44:19:872
4.204;0.1000;00:44:19:873
4.196;0.1000;00:44:19:874
4.188;0.0310;00:44:19:875
4.220;0.0330;00:44:19:876
4.180;0.0980;00:44:19:877
4.188;0.1000;00:44:19:878
4.220;0.0320;00:44:19:879
4.196;0.0360;00:44:19:880
4.204;0.0980;00:44:19:881
4.196;0.1000;00:44:19:882
4.196;0.0700;00:44:19:883
4.196;0.1000;00:44:19:884
4.196;0.0680;00:44:19:885
4.196;0.1000;00:44:19:886
4.196;0.1000;00:44:19:887
4.196;0.1000;00:44:19:888
